sample_id,model,split,is_visually_confused,is_text_overwritten,trajectory_class,best_config,matched_grid_best_config
466-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,32f_151k,32f_151k
466-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
468-1,InternVL3-8B,V1_medium,1,0,oscillating,32f_151k,32f_151k
468-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
468-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
469-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
469-2,InternVL3-8B,V1_medium,1,1,oscillating,textonly,textonly
469-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
472-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
472-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
472-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
473-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
473-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
473-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
474-1,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
474-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
474-3,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
475-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
475-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,64f_151k,64f_151k
475-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
476-1,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
476-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
476-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
478-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
478-2,InternVL3-8B,V1_medium,1,1,oscillating,textonly,textonly
478-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
479-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,128f_151k,textonly
479-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
479-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
481-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
481-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
481-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
482-1,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
482-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
482-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
483-1,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
483-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
483-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
484-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
484-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
484-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
485-1,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
485-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
485-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
486-1,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
486-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
486-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
487-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
487-2,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
487-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
488-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
488-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,64f_151k,64f_151k
488-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
492-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
492-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
492-3,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
493-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
493-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
493-3,InternVL3-8B,V1_medium,1,0,oscillating,32f_151k,32f_151k
495-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
495-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
495-3,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
496-1,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
496-2,InternVL3-8B,V1_medium,1,1,oscillating,textonly,textonly
496-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
497-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
497-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
497-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
500-1,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
500-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,64f_151k,64f_151k
500-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
501-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
501-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
501-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,128f_151k,textonly
502-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
502-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
502-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
503-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
503-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
503-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
505-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
505-2,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
505-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,64f_151k,64f_151k
507-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
507-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
507-3,InternVL3-8B,V1_medium,1,0,oscillating,64f_151k,64f_151k
508-1,InternVL3-8B,V1_medium,1,1,oscillating,textonly,textonly
508-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
508-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
509-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
509-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
509-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
510-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
510-2,InternVL3-8B,V1_medium,1,0,oscillating,32f_151k,32f_151k
510-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
512-1,InternVL3-8B,V1_medium,1,1,oscillating,textonly,textonly
512-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
512-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
513-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
513-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
513-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
518-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
518-2,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
518-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
519-1,InternVL3-8B,V1_medium,1,1,oscillating,textonly,textonly
519-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
519-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,128f_151k,textonly
520-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
520-2,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
520-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
521-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
521-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
521-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
522-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
522-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
522-3,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
524-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
524-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
524-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
525-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,128f_151k,textonly
525-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
525-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
526-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,64f_151k,64f_151k
526-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
526-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
527-1,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
527-2,InternVL3-8B,V1_medium,1,0,oscillating,32f_151k,32f_151k
527-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
529-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
529-2,InternVL3-8B,V1_medium,1,0,oscillating,64f_151k,64f_151k
529-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
530-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
530-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
530-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
533-1,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
533-2,InternVL3-8B,V1_medium,1,0,oscillating,32f_151k,32f_151k
533-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
534-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
534-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
534-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
535-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
535-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
535-3,InternVL3-8B,V1_medium,1,0,oscillating,32f_151k,32f_151k
536-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
536-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
536-3,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
537-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
537-2,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
537-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
539-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,128f_151k,textonly
539-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
539-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
540-1,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
540-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
540-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
542-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
542-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
542-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
543-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
543-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
543-3,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
545-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
545-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,32f_151k,32f_151k
545-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,64f_151k,64f_151k
548-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
548-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
548-3,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
549-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
549-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
549-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
550-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
550-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
550-3,InternVL3-8B,V1_medium,1,1,oscillating,textonly,textonly
552-1,InternVL3-8B,V1_medium,1,0,oscillating,64f_151k,64f_151k
552-2,InternVL3-8B,V1_medium,1,0,oscillating,32f_151k,32f_151k
552-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
554-1,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
554-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
554-3,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
556-1,InternVL3-8B,V1_medium,1,0,oscillating,32f_151k,32f_151k
556-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
556-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
557-1,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
557-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
557-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
558-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
558-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
558-3,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
560-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
560-2,InternVL3-8B,V1_medium,1,0,oscillating,64f_151k,64f_151k
560-3,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
561-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
561-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
561-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
562-1,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
562-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
562-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
565-1,InternVL3-8B,V1_medium,1,0,oscillating,32f_151k,32f_151k
565-2,InternVL3-8B,V1_medium,1,1,oscillating,textonly,textonly
565-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,128f_151k,textonly
566-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
566-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
566-3,InternVL3-8B,V1_medium,1,0,oscillating,64f_151k,64f_151k
567-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
567-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
567-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
569-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
569-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
569-3,InternVL3-8B,V1_medium,1,0,oscillating,32f_151k,32f_151k
570-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
570-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
570-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
571-1,InternVL3-8B,V1_medium,1,0,oscillating,64f_151k,64f_151k
571-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
571-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
572-1,InternVL3-8B,V1_medium,1,0,oscillating,64f_151k,64f_151k
572-2,InternVL3-8B,V1_medium,1,1,oscillating,textonly,textonly
572-3,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
573-1,InternVL3-8B,V1_medium,1,0,oscillating,32f_151k,32f_151k
573-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
573-3,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
574-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
574-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
574-3,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
576-1,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
576-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
576-3,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
578-1,InternVL3-8B,V1_medium,1,0,oscillating,32f_151k,32f_151k
578-2,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
578-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
580-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
580-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
580-3,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
581-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
581-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,32f_151k,32f_151k
581-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
582-1,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
582-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
582-3,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
583-1,InternVL3-8B,V1_medium,0,0,monotonic_increasing,128f_151k,textonly
583-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
583-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
584-1,InternVL3-8B,V1_medium,1,0,oscillating,64f_151k,64f_151k
584-2,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
584-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
585-1,InternVL3-8B,V1_medium,1,0,oscillating,64f_151k,64f_151k
585-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
585-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
586-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
586-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
586-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
589-1,InternVL3-8B,V1_medium,1,1,oscillating,textonly,textonly
589-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
589-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
590-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
590-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,128f_151k,textonly
590-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
591-1,InternVL3-8B,V1_medium,1,1,oscillating,textonly,textonly
591-2,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
591-3,InternVL3-8B,V1_medium,1,1,monotonic_decreasing,textonly,textonly
592-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
592-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
592-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
593-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
593-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
593-3,InternVL3-8B,V1_medium,0,0,monotonic_increasing,16f_151k,16f_151k
594-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
594-2,InternVL3-8B,V1_medium,1,0,oscillating,32f_151k,32f_151k
594-3,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
596-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
596-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
596-3,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
597-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
597-2,InternVL3-8B,V1_medium,0,0,monotonic_increasing,64f_151k,64f_151k
597-3,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
598-1,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
598-2,InternVL3-8B,V1_medium,0,0,always_correct,textonly,textonly
598-3,InternVL3-8B,V1_medium,1,0,oscillating,32f_151k,32f_151k
599-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
599-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
599-3,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
600-1,InternVL3-8B,V1_medium,0,0,always_wrong,textonly,textonly
600-2,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
600-3,InternVL3-8B,V1_medium,1,0,oscillating,16f_151k,16f_151k
001-1,InternVL3-8B,V1_short,0,0,always_wrong,textonly,textonly
001-2,InternVL3-8B,V1_short,0,0,always_correct,textonly,textonly
001-3,InternVL3-8B,V1_short,0,0,always_wrong,textonly,textonly
002-1,InternVL3-8B,V1_short,0,0,always_correct,textonly,textonly
002-2,InternVL3-8B,V1_short,0,0,monotonic_increasing,16f_151k,16f_151k
002-3,InternVL3-8B,V1_short,0,0,monotonic_increasing,16f_151k,16f_151k
003-1,InternVL3-8B,V1_short,1,1,monotonic_decreasing,textonly,textonly
003-2,InternVL3-8B,V1_short,0,0,monotonic_increasing,32f_151k,32f_151k
003-3,InternVL3-8B,V1_short,0,0,monotonic_increasing,16f_151k,16f_151k
005-1,InternVL3-8B,V1_short,0,0,always_wrong,textonly,textonly
005-2,InternVL3-8B,V1_short,0,0,always_correct,textonly,textonly
005-3,InternVL3-8B,V1_short,0,0,always_correct,textonly,textonly
006-1,InternVL3-8B,V1_short,0,0,monotonic_increasing,16f_151k,16f_151k
006-2,InternVL3-8B,V1_short,0,0,always_correct,textonly,textonly
006-3,InternVL3-8B,V1_short,0,0,always_wrong,textonly,textonly
007-1,InternVL3-8B,V1_short,0,0,always_wrong,textonly,textonly
007-2,InternVL3-8B,V1_short,0,0,always_wrong,textonly,textonly
007-3,InternVL3-8B,V1_short,0,0,always_correct,textonly,textonly
008-1,InternVL3-8B,V1_short,0,0,always_wrong,textonly,textonly
008-2,InternVL3-8B,V1_short,0,0,always_wrong,textonly,textonly
008-3,InternVL3-8B,V1_short,1,1,monotonic_decreasing,textonly,textonly
009-1,InternVL3-8B,V1_short,0,0,monotonic_increasing,16f_151k,16f_151k
009-2,InternVL3-8B,V1_short,0,0,always_correct,textonly,textonly
009-3,InternVL3-8B,V1_short,0,0,always_wrong,textonly,textonly
010-1,InternVL3-8B,V1_short,0,0,always_wrong,textonly,textonly
010-2,InternVL3-8B,V1_short,0,0,monotonic_increasing,16f_151k,16f_151k
010-3,InternVL3-8B,V1_short,0,0,always_wrong,textonly,textonly
011-1,InternVL3-8B,V1_short,0,0,always_correct,textonly,textonly
011-2,InternVL3-8B,V1_short,0,0,always_wrong,textonly,textonly
011-3,InternVL3-8B,V1_short,0,0,always_wrong,textonly,textonly
012-1,InternVL3-8B,V1_short,1,0,oscillating,16f_151k,16f_151k
012-2,InternVL3-8B,V1_short,0,0,always_correct,textonly,textonly
012-3,InternVL3-8B,V1_short,0,0,monotonic_increasing,16f_151k,16f_151k
013-1,InternVL3-8B,V1_short,0,0,monotonic_increasing,16f_151k,16f_151k
